,date,reviews,stars,route,country,year
1385,2024-02-06,On memorable day January th family I embarked journey London Heathrow Terminal destined Glasgow Little anticipate series events would unfold shaping travel experience tale exceptional service unwavering dedication As navigated bustling corridors airport journey encountered unexpected hurdle It juncture I found grappling booking complications compounded banking delays Amid quandary I sought assistance British Airways personnel Terminal hoping salvage travel plans Enter Mr Sathies beacon hope amidst chaos With demeanour exuding empathy professionalism Mr Sathies swiftly assessed situation hand Despite setback wasted time springing action exploring every avenue mitigate impact unforeseen challenges faced The sequence events unfolded remarkable clarity Mr Sathies tirelessly liaised various stakeholders including senior colleagues managerial counterpart Mr Gurvir Singh Dhillon Their collaborative efforts culminated solution exceeded expectations Through Mr Sathies unwavering dedication Mr Gurvir Singh Dhillon steadfast support travel arrangements salvaged without incurring additional costs Despite initial uncertainty family I able proceed journey embarking flight Glasgow renewed sense gratitude appreciation exceptional service rendered British Airways As I reflect upon precise sequence events transpired fateful day I filled profound gratitude towards Mr Sathies Mr Gurvir Singh Dhillon entire British Airways team Their meticulous attention detail unwavering commitment customer satisfaction reaffirmed faith British Airways paragon excellence within aviation industry,8,London Heathrow to Glasgow,Nigeria,2024
1386,2024-02-05,I not actually get fly BA cancelled flight days notice refused offer acceptable alternative resulting people losing holiday river cruise Since appears standard protocol ignored every communication regarding obligations compensation I option pursue via official channels,1,London Heathrow to Berlin,United Kingdom,2024
1387,2024-02-02,We possibly worse check experience ever ever It took nearly minutes phone calls numerous staff check us redemption flight account Utterly bizarre situation procedure done without hitch last years Once onboard disappointed old style Club World seats meaning stepping fellow passengers use toilets Why earth still use feel dated The saving grace quite often case fabulous cabin crew amazing I fed back BA direct sing praises Fingers crossed return leg,6,London to Miami,United Kingdom,2024
1388,2024-01-30,I flew LHR ATH Club Europe BA Dec transfer JAL flight back Tokyo At first I great expectations services I would enjoy board partly flight time less hours seat configuration Club Europe typical European Business Class middle seat empty Afterward board remembering I took route BA years ago I got feel relaxed unobtrusive courteous services When I asked champagne refill couple times benign smile would come,9,Athens to London,Japan,2024
1389,2024-01-29,I like British Airways World Traveller Plus product The seats comfy food good The crew flight attentive friendly especially CSM came round introduced us made sure comfortable The bars closed half way flight Cancun uplift alcoholic drinks Cancun Juice water tea coffee available Very full flight My criticisms British Airways Premium Economy feels like actively try split families unless pay pre book seats The majority drinks served plastic not glass There inflight snacks available hour flight It upgraded version Economy airlines like Qantas Singapore Airlines Business minus Still worth extra though,8,London Gatwick to Cancun,United Kingdom,2024
1390,2024-01-28,I come boarding cabin luggage taken plane full I asked take cabin I large notebook electronics nothing changes So I sitting plane holding notebook several packs luggage think I stand stuff hands passport control line Warsaw Other people around come plane cabin luggage,3,London to Warsaw,Ukraine,2024
1391,2024-01-26,Stinking nappies changed business cabin throughout flight Miami Four us one family travelling British Airways business I British Airways gold card member I member British Airways Executive Club since We ever fly British Airways first class business class It become habit fly BA trust safety We regular long haul flights booked British Airways first business next year We often fly USA Both wife I used Virgin Atlantic gold cards however sadly returned BA Virgin not first class seat product Even service virgin gold card department scale absolutely brilliant loved Virgin lounge Heathrow Our flight Miami British Airways one double decker aircraft These big I believe contributed appalling service Perhaps familiarity breeds contempt however whether business first I view BA aircraft dirty buses sky The food not much better However flight distinguished smell poo throughout journey caused mothers babies changing nappies within business class cabin instead WC Try enjoying lunch glass wine air around permeated smell poo There must three four babies nappies changed regularly cabin I put screaming helped not poo Cabin crew nothing despite asked I Telephoned BA customer services ended speaking lady Manchester BA office told BA cabin crew many years She told changing nappies cabin not allowed completely unacceptable particularly awful passengers trying enjoy meal My wife I flying first class British Airways USA April also first class tickets USA booked December I sent complaint BA customer relations behalf four members family travelled British Airways December Miami LHR put disgusting smells times quite dreadful I received response offering voucher Avios given cost four business class flights Miami London British Airways value loss enjoyment travelling stinking cabin per passenger Given I gold card holder extremely good customer clearly top one percent BA customers gold cardholder behave God knows behave everybody else All I tell flying Virgin Atlantic I Gold member highly positive When children young used fly BA first class times would not dream changing nappy cabin Not cabin When I complained British Airways I asked changing nappies first class would allowed dinner service ignored question I numerous business class flights booked BA course next months well first class flight booked,2,London Heathrow to Miami,United Kingdom,2024
1392,2024-01-23,Worst service ever Lost baggage delayed flight missed connection one helping get back British Airways website broken let fill missing report give missing file report number way contact British Airways dumbest ever AI chatbot,1,Boston to Düsseldorf via London,Germany,2024
1393,2024-01-21,BA JAN Did not appreciate unprofessional attitude pilots Flight scheduled departure Advised boarding time Whole flight full passengers waiting gate board cabin crew board pilots board Sao Paulo Airport Duty Free branded shopping bag flight still boarding Finally pushes back minutes late Captain came intercom announce delay due traffic crew hotel airport Sorry Captain whole plane saw pilot colleagues board fifteen minutes cabin crew clutching duty free pilot colleagues still made time stop,6,Sao Paulo to London Heathrow,United Kingdom,2024
1394,2024-01-18,Not great experience I could not check online two separate parts BA computer system not talk At LHR delightful check clerk sorted quickly manually We boarded time luggage loading halted Captain spotted technical issue engineer called By time sorted missed slot took hour behind schedule The flight uneventful plane clearly seen better days legroom appalling handout small bottle water soggy cookie made one wish days flying BA meant something special Next time Jet,3,London Heathrow to Lisbon,United Kingdom,2024
1395,2024-01-18,I excited fly BA I not travelled long haul yrs I travelled Australia many occasions I pretty much travelled Terrible experience BA become Ryanair long haul travel riding previous good name reputation We delayed hrs terminal offered one glass water last minute meal additional drinks offered The charging points outdated work family five travelling The flight entertainment also outdated movies available poor compared airlines The food atrocious flew BA LHR HongKong return Cathay HK Australia return comparison vast We offered pre meal drinks snacks drinks meal menu flights knew choices quality food vastly better Cathay Our luggage lost nearly two hours Hong Kong arrived London one bags badly damaged unusable The redeeming part crew return flight amazing Severine angel helped make journey pleasant kids,2,London to Hong Kong,United Kingdom,2024
1396,2024-01-17,I want warn everyone worst customer service experience ever It really looks like British Airways customer service phone trained not help anyway create problems rather solving Last week called British Airways make reservation family At time explained customer service representative wanted make booking pay transfer miles American Express The representative told us could not make reservation miles account asked us contact American Express make transfer booking could made The conversation recorded British Airways could checked We immediately called AMEX within minutes solicited transfer K miles AMEX clearly stated us whether sure transfer not reversible We said fine since checked previously British Airways We called British Airways immediately make reservation Miami They confirmed miles arrived account surprise told us space not even one seat Miami could not use miles We explained situation led believe could flight miles transferred miles went deaf ears We called German office absolutely unhelpful also called UK customer service unhelpful No manager able open flight us miles kept repeating not possible even though paid flight got seats also seats available would gold status In end British Airways took absolutely responsibility causing problem not give us solution kept miles pay trip Miami With service customers company not business Every time call made us wait minutes answer put us hold I days waiting talking British Airways hours day line minutes time We told lady agent hang phone I long phone customers And not customers They never help us,1,Dusseldorf (DUS) to Miami (MIA),Germany,2024
1397,2024-01-16,Paid business class travelling Cairo London Heathrow I got economy seat Only difference economy middle seat vacant Couldn recline entertainment hr flight uncomfortable seat disgusting food Put formal complaint days ago reply BA account X hacked Got approached scammers posting even flagging BA nothing done Just disgusting Avoid,1,Cairo to London Heathrow,United Kingdom,2024
1398,2024-01-15,The plane extremely dirty chocolate smudged mine children seats I wipe seats After landed I immediately realized I left camera bag airplane overhead cabin They would not let back plane security reasons I went The British Airways team ground refused contact cabin crew threw massive fuss manager reluctantly agreed point cabin crew disembarked Now weeks sign camera assumed stolen I complained British Airways I get automated generic response keep checking Lost Property Zero customer service regular customers could mitigated willing help beginning disappointed,1,Dublin  to London Heathrow,Ireland,2024
1399,2024-01-12,Overall journey bad however end baggage arrival nearly took hours actual flight time Baggage flights arriving delivered whereas baggage staff airport clue information baggage flight arrived They raised hands saying anything Poor communication customer facing skills,4,Glasgow to London,United Kingdom,2024
1400,2024-08-05,I flew internationally first time life delay end missed connecting flight destination When I asked help ahead time I told run next gate Needless say I missed flight There three British Airways employees customer service desk I next line Heathrow two went break despite ever growing line due multiple people missing flights airlines similar circumstances After additional minutes waiting assistance I given receipt not boarding pass caused issues next connecting flight Barcelona Rome coordinated British Airways And outbound trip On return trip British Airways flight ended landing minutes late landed connecting flight boarding downstairs exit gate I denied entry connecting flight I minutes past time started board delay British airways The boarding close hour leave another hour half later according notifications phone So instead helped I denied entry I missed beginning boarding minutes due connecting flight delay Again I waited customer service line Heathrow reschedule flight I already boarding pass hand I still made final destination I not recommend Heathrow Airport either The British Airlines employee came saw upset denied board return flight asked happened Her solution problem not fly British Airways future Thanks lot lady I already figured I given meal voucher bus voucher hotel voucher due many inconveniences I not flown airlines ever life I issues Thankfully I checked bags I not speak effect,1,Rome to Philadelphia via London,United States,2024
1401,2024-08-03,BA subsequent delays postponed departure times initial passengers gathering already assigned gate crew ready board aircraft ready outside decided cancel flight Reason provided intercom absence pilots All passengers told hotels could booked everyone note follow Rage mounted amongst us Brits done without response Myself others reasons insist till AM The crew kept saying rebooking possible apart automated one expected us cross Europe get destination hotel booking power either Well liars After hours pushing raging one person came hotel bookings roughly us kept fighting Liars also another reason one angel told us way rebooked But one took apart suggested way worked It meant breaking rules made mess sort With hours sleep hours I managed get back I I committed avoid BA much I shall able Some clerks told impossible working cuts save money company runs pretty bad financial waters Hubs Heathrow almost presence passengers checking bags bag drops spending hours phones expenses BA messes frequently lately It pity seeing decay time change leadership team CEO,1,London to Bologna,Italy,2024
1402,2024-08-02,It embarrassing word British attached airline The service substandard every way possible exception food couple stand staff I accept delays technical problems happen How handled opinion not responsible left everyone plane hours midnight disembarked saying hotels available staff unload luggage The plane inevitable people young children elderly All left fend Several times mentioned worry duty care really none Singapore London flight not wifi enabled cram business class seats across width Comfort service not reflect price well leading airlines avoid cost,1,Sydney to London,Australia,2024
1403,2024-08-02,Flight cancelled due bad weather BA contacted email immediately provided alternative booking well link suggestion different flight convenient Clicked link assisted promptly service rep rebooked sent details within minutes Great customer service BA well done,10,Dublin to London Heathrow,United Kingdom,2024
1404,2024-07-30,British Airways oversold LHR LAX flight I booked months advance paid full actually paid extra fly Airbus A Tried check online day flight got unknown system error check Arrived LHR hours early none BA kiosks worked manual check understaffed BA staff unhelpful Insane queue times lots frustrated passengers line Denied boarding gate flight oversold explanations apologies constantly ignored BA staff patience listen situation helpful Finally gate manager books alternate flight Paris CDG supposedly connect Air France flight We get CDG told Air France flight full idea BA manager bumped AF flight also full That insult injury bumped twice Went BA desk CDG help told us call BA even provide phone number told us look online On top luggage lost somewhere BA AF Paris CDG I American citizen speak perfect English I feel completely humiliated treated like second class citizen multiple BA staff whole ordeal Mostly ignore bounce one counter another without even trying listen problem Zero accountability Will never ever fly BA Absolute worst travel experience life,1,London to Los Angeles via Paris CDG,United States,2024
1405,2024-07-30,I travelled London Doha July th I physically check BA Business T I ongoing connection Doha flight code share Qatar I paid flight Qatar paid seat online I could sit I like sit I got check discovered I reseated elsewhere cabin told policy basically shut I discovered BA not recognise Qatar frequent flyer rules despite sharing Avios points I Gold card holder Qatar affords extra kilos baggage BA tried tell I pay After arguing eventually accepted The Lounge packed staff less helpful I tried get answers seat reassignment I told I would get money back chance even try The flight boarded bus journey took minutes get terminal aircraft I guessing another terminal took long get Why not board us terminal rather drag us airport Finally got onto plane BA staff not friendly wonder ranked th I realise privilege allowed step onto BA flight departed minutes late Myself many travellers connections meant I either going miss connection I would manage make connection luggage Would BA flight crew help board figure connection eventually came tell haughty attitude We landing minutes earlier give full minutes make connection Landing early not mean getting gate earlier usually takes least minutes landing gate another jetway attached lucky sitting near door straight not minutes disembark want helpful say stupid things people frequent travellers As turned I sitting near door run plane Qatar assist I run A gates way C gates make connection not short distance year old luggage not make Many others not fortunate make connections Why put page flight entertainment connections not going provide information public information look line aircraft access WiFi satellite communication I fail understand information not captured displayed I complained BA got wishy washy email number excuses mention seat refund I got paltry voucher I supposed use another BA flight kidding I not sure I want experience However I recently discovered frequently travelled destinations really serviced BA I want fly reasonable hour day go Europe avoid expensive I consider one worst airlines I ever flown getting worse minute Fly absolutely good luck,3,London Heathrow to Doha,United Kingdom,2024
1406,2024-07-28,When dropping luggage luggage drop Toulouse airport I travel pram confiscated I forced take sleeping year old arms traveling alone I told staff outsourced British Airways check passengers yoyo prams accepted board I corrected yoyo type prams contested told yoyo prams would allowed I insisted keep sleeping year old pram I would not permitted board flight London This happened families forced go oversized baggage area airport To clarify pram Silver Cross Jet stroller pushchair I specifically purchased conform British Airways specifications I required carry toddler mins security another mins waiting board plane I allowed early boarding moved seat stand side staff options sit At Heathrow I required carry toddler approx mins go passport check luggage claim mentioned previously I traveling alone child support All despite purchasing expensive pram fit requirements coming airport prepared pram I sure agree unacceptable illegal force passengers purchase specific brand products order able keep child travel pram In addition plane I installed Kids Fly Safe Cares Child Airplane Safety Harness son The cabin crew proceeded tell not allowed I go website show incorrect I fact within rights Then landing crew gall tell put harness son mandatory I asked mandatory I bring harness British Airways discriminatory airline parents traveling children needs change My advice treat mom traveling alone sleeping toddler like rubbish confiscate travel pram within regulation forcing worst travel experience possible,1,Toulouse to London Heathrow,United Kingdom,2024
1407,2024-07-19,If fly First Class fly British Airways VERY uncomfortable seats You even get seat person front seat reclined need recline seat You pick ANYTHING floor flight bend touch floor enough space If long legs think going comfortable soon person front puts chair back knees WILL CRUSHED Terrible food Terrible plane Terrible air hostesses Terrible flight unfortunately I fly back home,1,San Diego to London,United States,2024
1408,2024-07-16,Singapore Heathrow Business class A Premium Economy Plus experience From economy class sized toilets badly designed coffin shaped Business class pods experience substandard business class experience Business class pod storage small drawer FOOT pod The privacy screens opaque plastic sheets kept awake neighbour screen lights pod When seat made coffin shaped bed cold hard plastic seat moulds unpleasant surprise turn sleep You choice neighbour step calf height footrest hopefully not brushing feet step neighbour feet footrest With footrest heaven forbid try lever comfortable position slightest pressure causes footrest collapse floor level position If aisle seat open aisle kiss goodbye privacy not view passengers crew lean serve neighbour food talk neighbour privacy screen,1,Singapore to London,New Zealand,2024
1409,2024-07-15,I reported damaged ruined suitcase weeks ago I still awaiting reply I think twice booking BA Customer Service shocking say least I followed British Airways least emails per week requesting update joy far,1,Glasgow to Munich via Heathrow,United Kingdom,2024
1410,2024-07-09,On March st I flew Berlin S Paulo BA encountered several issues My first flight delayed several hours causing miss connection London Heathrow Upon arriving airport midnight I given hotel voucher However hotel designated BA rudely denied check claiming fully booked I return Heathrow AM found different hotel paying taxi pocket As result complications I arrived S Paulo hours late Despite efforts assert rights seek reimbursement taxi BA customer service extremely poor Their phone lines non functional emails answered automatically appropriate channels requests not responsive since first week March This experience left extremely disappointed especially considering high standard service I associated BA,1,Berlin to São Paulo via London,Germany,2024
1411,2024-07-05,The WORST customer experience British Airways BA effectively robbing people They not help show compassion My partner I fell ill doctor note stating fly BA said hold flight amount voucher valid year Fair enough Caveat not stated us must call not usable holiday packages However using voucher nightmare We use tickets original long haul refuse refund half amount BA customer service awful rude effectively stealing us This policy must stop We feel held hostage solution,1,London to Corfu,United Kingdom,2024
1412,2024-07-01,Had cancel flight months advance due change schedule I flying American Airlines British Airways Selected seats I attempted get refund selected seats AA refunded issue BA refused despite companies similar policies Avoid fly anyone else Customer service joke taking weeks respond email giving justification I told phone,1,Toronto to London,Canada,2024
1413,2024-06-30,Flight cancelled reason given less h departure The earliest offered replacement terrible use app days later unacceptable Their phone lines not work would reject call due overwhelmed Even submitting claim website frustrating due terrible interface Overall terrible company wholly inadequate customer service,1,London Gatwick to Verona,United Kingdom,2024
1414,2024-06-26,This route I fly regularly Used first class security lounge good Lounge surprisingly not busy Was great see departing dreaded A bus gate flight time Boarded ready go time Six passengers show A minute delay offload bags depart longer actual flight There better process fast tracking Hence finally arrived Paris mins late On plus side cabin crew great even personal welcome inflight manager happens less less days,6,London Heathrow to Paris CDG,United Kingdom,2024
1415,2024-06-23,While BA may made positive improvements Club World product World Traveler product catering leaves much desired The first meal service slow hours serve meal The portions incredibly small chicken dish contained maybe pieces chicken pieces broccoli piece unknown food Small snacks available flight real let snack landing Vancouver It bizarre tasting chicken pastry wrap much chicken not taste like pastry It sweet mushy salty The seats although not exactly spacious tolerable although aisles narrow cabin crew passengers frequently bumped walking aisles Cabin crew generally responsive passengers request twice flight came aisles drinks However poor level catering made frustrating trip I certainly not recommend BA,3,London Heathrow to Vancouver,Canada,2024
1416,2024-06-23,British Airways new Club Suite marked improvement older Club World seats The new Club Suite offers fair amount privacy especially screen door closed includes direct aisle access When fully reclined seat converts fairly spacious bed although I found surface side bit hard uncomfortable sleep The catering board fairly good tasty appetizers main course generally well cooked although cabin crew slow meal service It took almost hours departure Vancouver meal service completed Prior arrival light breakfast served contained croissant small egg bacon sandwich mango puree BA catering flight generally good Unfortunately upon arrival Heathrow passengers wait minutes checked baggage arrive No explanation given not single member ground staff came assist passengers provide information checked baggage would arrive This frustrating end otherwise fairly enjoyable trip Club World left poor last impression BA,5,Vancouver to London Heathrow,Canada,2024
1417,2024-06-18,Four pleasant time flights friendly helpful staff The guy LHR SFO leg exceptional I regret I forgotten name Only negative food SFO LHR leg The advertised filet steak akin stewing steak inedible Sadly not occasion I food US UK flights sub standard Otherwise happy recommend BA,9,Belfast to San Francisco via London,United Kingdom,2024
1418,2024-06-18,We travel extensively years tend use BA regular trips possible recent years overall good service however recently experienced flight delays operational issues flight cancellations poor check experiences etc On last two recent trips one Zurich another Iceland cancelled return flight hour prior scheduled departure time despite flight showing time problems reported We returned Iceland experience one worst ever BA Again flight cancelled due operational reasons made matters worse occasion flight quite early We went bed around pm night checked flight showed time issues reported went sleep fairly rest assured flight would fine We woke discovered flight cancelled without warning We left virtually return flight options day It soon got worse earliest flight option offered BA days later We opted choose Tuesday BA left option If acted quickly Tuesday availability sure sell leaving us return option Wednesday onwards experienced problem BA Zurich back December We lucky occasion BA offered several flights back day Zurich case Iceland We left right predicament hotel availability Iceland limited non existent given short notice cancelled flight Our hotel fully booked hire car returned airport From logistical point view complete nightmare rebook another hire car find alternative hotels We decided search direct flights online get us back UK sooner another airline good half hour searching came across direct flight Gatwick Norwegian Air went via Oslo total journey time hours This not ideal car Heathrow Assessing options virtually none guarantees flight BA Tuesday would also proceeded time checking Norwegian Air flights time looked promising decided get booked additional expense If stayed Iceland would also incurred additional cost fight back BA insurance company Our priority return home ASAP important work personal commitments Monday return ASAP We eventually flew back fine Norwegian Air service received far superior BA The boarding process slick flights compared complete shambles BA Norwegian Air offered full food trolley service soft drinks tea also range alcoholic drinks Compare water snack bar BA Both flights time eventually landed Gatwick shortly expected arrival time We got back late home book hire car Gatwick morning contacted BA cancel alternative Tuesday flight,2,London Heathrow to Keflavik,United Kingdom,2024
1419,2024-06-17,Flight delayed hour due bad weather around JFK however made flight delayed weather LHR Spending extra hour American BA lounge JFK not ideal Cold environment cold staff indifferent travellers needs One area exceptionally dirty plates tables napkins strewn floor Waited drink one serve Played game find chips crisps hidden table dark corner one areas This crazy expensive route Business Class feels like rip across airlines however quality BA business class much improved introduction suites The privacy big improvement seat comfort I managed good hr sleep overnight red eye flight Food service efficient wanted trick late night Aside getting decent rest relatively short flight highlight flight attendant Unfortunately I catch name superb responsive requests I made remembered name throughout flight A small valued touch often missing business class flight attendants BA Very good experience round except price reflected value money rating,8,New York JFK to London Heathrow,United Kingdom,2024
1420,2024-06-17,A full flight made Premium Economy feel little less premium expect price however smaller cabin configuration slightly roomier seating made journey relaxing enough Catering pretty good inflight service efficient friendly Arrived time delays baggage delivery No complaints PE served function relatively short hr flight,7,London to newark,United Kingdom,2024
1421,2024-06-16,The worst airline I ever flown Could not check flight open I hours flight not days Asked husband could fly flight also flying club Europe later flight I could see online room plane I The agent said change flight ticket counter never heard This could done online calling British Airways I already tried online asked telephone number call British Airways agent not number call So I looked called several numbers online I got office closed Saturdays I asked ticket agent Explained going mother memorial would nice could get flight I They still refused help So stayed flight leaving hours later got cancelled spend night Florence They routed flight London via Edinburgh And lost suitcase You make stuff As flight BA I got several emails messages advising delayed I decided go gate original flight time guess It boarding time I imagine number people might missed It awful awful airline I never fly I possibly avoid,1,Florence to Heathrow,United States,2024
1422,2024-06-15,I surprised able give favourable review flight European Business Class typically x seating middle seat group three left empty Leg room never generous BA bottom generous barrel respect However occasion least flight one hour not issue Cabin crew great professional efficient cabin clean aircraft seemed pretty date I surprised find business class served afternoon tea complete champagne much nicer poor Prosecco lounge We three small sandwiches chocolate cake choice plain fruit scone Strawberry jam clotted cream side wanted It tasted great I try chocolate cake enough time eat landing The crew worked hard complete service time well done,8,London to Manchester,United Kingdom,2024
1423,2024-06-10,Flew British Airways BA London Heathrow Amsterdam I able check BA First Class check area Terminal fast efficient The lounge quite busy however I able find space The food snacks drinks available excellent overall service I also like BA First Class Check area security clearance fast Boarding little chaotic however boarded time take runway close departing gate therefore delays The flight quite good cabin crew meal service,9,London to Amsterdam,United Kingdom,2024
1424,2024-06-09,BA cancelled flight Tokyo LHR I booked next day flight There another flight day I went desk flight full BA charge offers another flight Hong Kong would h flight time I declined asked stay next day flight To dismay cancelled next day flight without telling I think annoyed I accept offer spent sometime looking In fact I one annoyed cancelling flight I ended flying another airline downgrading Poor service appalling behaviour You expect better BA,1,Tokyo to Manchester via London,United Kingdom,2024
1425,2024-06-06,I strongly advise everyone never fly British Airways I know never We business class seats booked early morning flight Heathrow SF flight cancelled evening flight We luckily checked email went bed found canceled We called BA waiting minutes someone answer call person finally said going move us United Air flight leaving hour later Heathrow SF next day He told us flight number said booked us business class seats It took long time get worked got hours sleep night looked like resolved Then however got Heathrow early next morning found BA person not complete booking needed United could not give us seats They said needed call BA get complete change But despite numerous attempt could not get anyone answer phone BA This went hours Finally grace god hours stress trying figure found United ticket agent airport personally called BA us got fix problem So Heathrow ended leaving SF late afternoon totally exhausted The United air ticket agent saved us allows us get home She also said problems common BA,1,Heathrow to San Francisco,United States,2024
1426,2024-06-03,My partner I BA return flight Tampa Gatwick I excited paid upgrade Business Class partner flies BC BA lot work second time decided end holiday help us get quality sleep Unfortunately not Also Business Class two families children It long flight listening toddler not crying screaming seven eight hours Now not childrens fault I however think cabin crew could maybe internvene helped little also BA informed us paid alot money quite frankly could saved money economy ticket least would grand better What checking ground staff treating us inconvenience rethink BA moving forward,5,Tampa to Gatwick,United Kingdom,2024
1427,2024-06-01,We Premium Economy return flight Los Angeles London The outbound flight cancelled hours notice instead take economy flight via Dublin London That annoying happens What really difficult understand BA response since I raised claim return flight completed I instructed It nearly months response one early March title not forgotten case We really sorry still waiting response us We know long time since contacted us service expect Rest assured not forgotten case Our Customer Relations team working extremely hard respond soon possible Thank continued patience You check status case Please accept sincere apologies We look forward speaking soon I called month ago enquire told hearing within week This extremely poor customer service addition inconvenience stress late cancelled flight delays change class flight British Airways really seems decline many friends long time customers like us flights cancelled delayed little commitment make right I member Flying Club years treat loyal customers BA,1,Los Angeles to London,United States,2024
1428,2024-06-01,I like review flight British Airways Hannover London Heathrow Firstly website easy use however I object policy put place regards pay preferred seating Checking online easy process presented fee select seat At boarding gate Hannover staff superb insisted people larger bags turned bags check I included The staff fair polite imposed policy evenly firm polite manner The flight took reasonably time The cabin crew good coped really well entirely full flight The usual small bottle water tiny snack size UK p coin issued passengers On flight Captain vocal nicest possible way He oozed sense professionalism well spoken clear informative announcements Disembarkation orderly however cabin crew nowhere seen leaving aircraft Given short flight given full nature flight cabin crew deserve applause professionalism This experience turned around less positive experience airline months ago Well done ground staff cabin crew making pleasant civilized journey,9,Hannover to London Heathrow,United Kingdom,2024
1429,2024-05-31,We flown British Airways times last trip far worst experience We able check online system accept passport info wait check upon arrival airport We arrived two hours scheduled departure The line backed stations staffed room least attendants help expedite check We talked people line unable check online It took desk attendants hour check people ahead us We told agent tried check online accept passports replied need verify passport personally I asked verify way anyway I also let know attempted move closer front plane could see seats available secure finish check She went tell us full flight able choose seats We reached gate ask agents moving another section confirmed availability During flight service not expected based previous flights We saw flight attendants food service twice pickup trash Every time I went lavatory least attendants standing around chatting instead taking care passengers The attendants seemed uninterested inexperienced even snapping confused passenger regarding seat belt The flight attendants disappointing say least No available air control vents us option air flow whole plane Upon landing went baggage carousel claim bags An hour later still bags Finally message came loudspeakers elevator plane broken ETA bags still unknown About minutes later bags started slowly appear belt Overall worst BA flight experienced,2,Austin to London Heathrow,United States,2024
1430,2024-05-31,I sat plane Vienna airport three hours take After arriving London I sent connecting flight told plane already closed I go back terminal I flown Johannesburg Virgin I arrived luggage not taken I received five days later I waiting compensation nine months Never British Airways,1,Vienna to Johannesburg via London,Austria,2024
1431,2024-05-30,It almost pm supposed take still sitting plane airport The worst part not technical issue kept us grounded fact offered half glass water entire time board Being hungry dehydrated not helped situation,1,Johannesburg to Heathrow,South Africa,2024
1432,2024-05-29,I booked long haul flight Singapore British Airways I thought I could rely provide good reliable service Unfortunately case hence review Knowing I would able fall asleep watching movies TV shows flight entertainment system something I looking forward overnight flight However console work instead I loud screaming toddler seat behind kept kicking seat babies Front Only two hours already hell journey told buy WiFi pass get fully reimbursed I followed several times throughout flight cabin crew assured take note seat number someone customer service contact reimbursement This case After waiting several days I contacted instead reimbursement I use towards nice meal holiday given AVIOs I never want fly give service points I told cabin crew I would refunded reason I even bought WiFi pass not even good enough watch anything connection quality poor What waste flight These hrs life I never get back forever remember I remember BA brand longer Their cabin crew seemed overworked overwhelmed even pressed attention buzzer one came If avoid booking BA go ahead,2,London Heathrow to Singapore,United Kingdom,2024
1433,2024-05-26,A premium price sub par product flew BA LHR HKG return May We originally booked aircraft allocated club suites paid seat selection A couple months prior trip aircraft changed layout yin yang seat configuration We allocated middle seats paid select window aisle The hard product poor seat space lacks form storage remains accessible seat flat position nowhere put specs book phone Additionally window seat passenger climb feet another passenger use toilet etc really poor layout The planes legs journey tired shabby The crew outward journey enthusiastic helpful return crew seemed less adept managing service The outbound catering acceptable presentation tiny plates not compare favourably competitors The catering inbound poor The welcome champagne truly awful This poor product premium price sad say pair self funding passengers choose repeat experience The lounge Heathrow outbound sector packed rafters poor experience Very disappointing,3,London Heathrow to Hong Kong,United Kingdom,2024
1434,2024-05-20,Really terrible user experience British Airways website full glitches I even choose seat due cookie problems Never problem airlines,3,Boston to London,United States,2024
1435,2024-05-18,Very impressed BA Check online little convoluted everything great We flew standard economy paid choose seats seems standard airlines keep initial prices worth could sit together Meals excellent drinks great A simple water biscuit short internal leg still included drink main meal snack hour leg better last trip Emirates They gave double drinks drink service cokes beers partner well pleased Staff friendly bags transfered arrived good condition entertainment route good Will definitely choose BA airlines,9,New York to Manchester via London,United Kingdom,2024
1436,2024-05-14,LHR SFO LAS LGW August Club World It shame British Airways experience split mixture fantastic ground cabin crew dated products dreadful service Our flight San Francisco A interior showing age Two seats issues would not recline dividing screen next seat would not stay temperamental recline IFE would not respond controls Crew board great dated aging product top dollar charged upgraded years ago A shame great aircraft Coming back Las Vegas LGW tired We informed check issue seats pre booked paid would need moved Seats moved fine worked The original seats people appeared fine Flight late landing departing due weather conditions Vegas aircraft turned round super quick time impressive Where BA really let flight experience After months got acknowledgement avios credit issues flight SFO We still waiting months later Avios points used pay seat selection refunded Las Vegas London Gatwick leg flight Despite numerous attempts contact got back us Our Avios account page BA load recent transactions not list flights taken last months Won travelling BA long long time dated poorly maintained board products appalling customer service,3,London to San Francisco,United Kingdom,2024
1437,2024-05-08,I flew Malaga via LHR Boston th May arrival Boston discovered luggage still London Filed report days later sign luggage The baggage customer service joke Not interested clients giving good service Updates useless I know luggage sitting Boston since th I air tag inside The airline seem intention getting luggage The robots FB messenger twitter useless I opened complaint I checked update complaint case closed despite never contacted human This airline joke I ever get luggage back I doubt I ever fly They worse Air Canada book saying something,2,Malaga to Boston via London,Canada,2024
1438,2024-05-08,Milan Miami return via London Worst business class ever The layout A BA crazy The width seats outrageous aisle seats shame BA Length ok JUMP legs another passenger sleeping mode Unbelievable The system dividers reach seats crew absurd awful Never layout Meal average LHR Mia return quite good Unfortunately BA I flew March Qatar Airways business class not comparable Just highlight difference BA row seats QR seats That On top service quite strange mainly due dividers Boarding procedures look well organized beginning boarding become quite messy,1,Milan Linate to Miami via London Heathrow,Italy,2024
